 
    Real Time Propagation   
 ---------------------------
 
                     time (a.u.)               < psi_i | psi_i >               < psi_i | psi_0 >                Energy (hartree)
              0.0000000000000000              0.9999999999999998              0.9999999999999998             -1.0335467016447102
              0.1000000000000001              0.9999999934971111              0.9999999934971111             -1.0335477987519441
              0.2000000000000001              0.9999999869945320              0.9999999869945320             -1.0335488957951027
              0.3000000000000002              0.9999999804922648              0.9999999804922648             -1.0335499927742462
              0.4000000000000003              0.9999999739903080              0.9999999739903080             -1.0335510896893858
              0.5000000000000003              0.9999999674886624              0.9999999674886624             -1.0335521865405854
              0.6000000000000004              0.9999999609873274              0.9999999609873274             -1.0335532833278711
              0.7000000000000005              0.9999999544863022              0.9999999544863022             -1.0335543800512881
              0.8000000000000006              0.9999999479855878              0.9999999479855878             -1.0335554767108721
              0.9000000000000007              0.9999999414851827              0.9999999414851827             -1.0335565733066705
              1.0000000000000007              0.9999999349850882              0.9999999349850882             -1.0335576698387112
              1.0999999999999897              0.9999999284853035              0.9999999284853035             -1.0335587663070398
              1.1999999999999786              0.9999999219858293              0.9999999219858293             -1.0335598627116966
              1.2999999999999676              0.9999999154866634              0.9999999154866634             -1.0335609590527148
              1.3999999999999566              0.9999999089878089              0.9999999089878089             -1.0335620553301377
              1.4999999999999456              0.9999999024892625              0.9999999024892625             -1.0335631515440016
              1.5999999999999346              0.9999998959910261              0.9999998959910261             -1.0335642476943494
              1.6999999999999236              0.9999998894930986              0.9999998894930986             -1.0335653437812140
              1.7999999999999126              0.9999998829954799              0.9999998829954799             -1.0335664398046371
              1.8999999999999015              0.9999998764981706              0.9999998764981706             -1.0335675357646577
              1.9999999999998905              0.9999998700011703              0.9999998700011703             -1.0335686316613080
              2.0999999999998797              0.9999998635044789              0.9999998635044789             -1.0335697274946327
              2.1999999999998687              0.9999998570080960              0.9999998570080960             -1.0335708232646723
              2.2999999999998577              0.9999998505120216              0.9999998505120216             -1.0335719189714534
              2.3999999999998467              0.9999998440162553              0.9999998440162553             -1.0335730146150215
              2.4999999999998357              0.9999998375207977              0.9999998375207977             -1.0335741101954166
              2.5999999999998247              0.9999998310256480              0.9999998310256480             -1.0335752057126681
              2.6999999999998137              0.9999998245308075              0.9999998245308075             -1.0335763011668198
              2.7999999999998026              0.9999998180362736              0.9999998180362736             -1.0335773965579051
              2.8999999999997916              0.9999998115420478              0.9999998115420478             -1.0335784918859665
              2.9999999999997806              0.9999998050481301              0.9999998050481301             -1.0335795871510358
              3.0999999999997696              0.9999997985545199              0.9999997985545199             -1.0335806823531528
              3.1999999999997586              0.9999997920612176              0.9999997920612176             -1.0335817774923559
              3.2999999999997476              0.9999997855682222              0.9999997855682222             -1.0335828725686798
              3.3999999999997366              0.9999997790755341              0.9999997790755341             -1.0335839675821561
              3.4999999999997256              0.9999997725831539              0.9999997725831539             -1.0335850625328296
              3.5999999999997145              0.9999997660910801              0.9999997660910801             -1.0335861574207332
              3.6999999999997035              0.9999997595993135              0.9999997595993135             -1.0335872522459051
              3.7999999999996925              0.9999997531078534              0.9999997531078534             -1.0335883470083784
              3.8999999999996815              0.9999997466167004              0.9999997466167004             -1.0335894417081939
              3.9999999999996705              0.9999997401258544              0.9999997401258544             -1.0335905363453834
              4.0999999999997039              0.9999997336353141              0.9999997336353141             -1.0335916309199833
              4.1999999999997373              0.9999997271450807              0.9999997271450807             -1.0335927254320336
              4.2999999999997707              0.9999997206551536              0.9999997206551536             -1.0335938198815677
