 
 Imaginary Time Propagation
 --------------------------
 
               Imag. time (a.u.)               < psi_i | psi_i >               < psi_i | psi_0 >                Energy (hartree)
              0.0000000000000000              0.9999999999999999              0.9999999999999999             -2.0790316427479461
              0.1000000000000000              1.0000000000000002              0.9984656793140829             -2.1414164242487779
              0.2000000000000000              1.0000000000000000              0.9955337944645730             -2.1731906039627766
              0.3000000000000001              1.0000000000000000              0.9923329797507749             -2.1917277336816214
              0.4000000000000002              0.9999999999999999              0.9892289670946004             -2.2035818373042031
              0.5000000000000002              0.9999999999999999              0.9863389490421283             -2.2116543071490407
              0.6000000000000003              0.9999999999999998              0.9836918251235176             -2.2174021724186455
              0.7000000000000004              1.0000000000000000              0.9812837208375349             -2.2216312738046522
              0.8000000000000005              1.0000000000000000              0.9790988798511608             -2.2248214652924831
              0.9000000000000006              0.9999999999999998              0.9771179732249355             -2.2272753367021827
              1.0000000000000007              1.0000000000000002              0.9753214791140985             -2.2291925295396231
              1.1000000000000008              1.0000000000000000              0.9736910207726073             -2.2307096403653284
              1.2000000000000008              0.9999999999999998              0.9722098287206360             -2.2319229459273244
              1.3000000000000009              1.0000000000000000              0.9708628232788512             -2.2329019925800089
              1.4000000000000010              1.0000000000000000              0.9696365369098877             -2.2336980625108711
              1.5000000000000011              0.9999999999999999              0.9685189756483467             -2.2343496349455121
              1.6000000000000012              0.9999999999999999              0.9674994646953705             -2.2348860156392298
              1.7000000000000013              1.0000000000000000              0.9665684981252590             -2.2353298120929948
              1.8000000000000014              1.0000000000000002              0.9657176008263286             -2.2356986599843234
              1.9000000000000015              1.0000000000000004              0.9649392052366987             -2.2360064513191942
              2.0000000000000013              1.0000000000000000              0.9642265428827221             -2.2362642234468160
              2.0999999999999992              1.0000000000000002              0.9635735496341483             -2.2364808125798419
              2.1999999999999971              0.9999999999999999              0.9629747832021511             -2.2366633408349639
              2.2999999999999949              0.9999999999999998              0.9624253513518712             -2.2368175836780511
              2.3999999999999928              0.9999999999999998              0.9619208493952041             -2.2369482502035369
              2.4999999999999907              1.0000000000000000              0.9614573056807340             -2.2370591990494937
              2.5999999999999885              1.0000000000000002              0.9610311339617282             -2.2371536062202351
              2.6999999999999864              0.9999999999999998              0.9606390916795969             -2.2372340965869393
              2.7999999999999843              1.0000000000000000              0.9602782433409258             -2.2373028476867964
              2.8999999999999821              1.0000000000000000              0.9599459282887487             -2.2373616722061622
              2.9999999999999800              1.0000000000000000              0.9596397322736181             -2.2374120839271243
              3.0999999999999779              1.0000000000000000              0.9593574623189175             -2.2374553507491446
              3.1999999999999758              0.9999999999999996              0.9590971244497770             -2.2374925375391284
              3.2999999999999736              0.9999999999999999              0.9588569039179897             -2.2375245409260880
              3.3999999999999715              0.9999999999999999              0.9586351476082973             -2.2375521176790194
              3.4999999999999694              1.0000000000000000              0.9584303483560250             -2.2375759079457631
              3.5999999999999672              0.9999999999999996              0.9582411309436384             -2.2375964543555309
              3.6999999999999651              1.0000000000000000              0.9580662395755750             -2.2376142177767613
              3.7999999999999630              0.9999999999999998              0.9579045266576359             -2.2376295903587020
              3.8999999999999608              0.9999999999999998              0.9577549427301121             -2.2376429063582393
              3.9999999999999587              1.0000000000000000              0.9576165274233340             -2.2376544511540382
              4.0999999999999570              1.0000000000000004              0.9574884013210195             -2.2376644687718659
              4.1999999999999549              1.0000000000000000              0.9573697586311133             -2.2376731681830755
              4.2999999999999527              1.0000000000000002              0.9572598605761282             -2.2376807285889520
              4.3999999999999506              0.9999999999999997              0.9571580294256202             -2.2376873038643033
              4.4999999999999485              1.0000000000000002              0.9570636431026374             -2.2376930263021433
              4.5999999999999464              1.0000000000000004              0.9569761303039500             -2.2376980097757913
              4.6999999999999442              0.9999999999999999              0.9568949660808285             -2.2377023524142325
              4.7999999999999421              1.0000000000000000              0.9568196678331771             -2.2377061388698176
              4.8999999999999400              1.0000000000000000              0.9567497916751304             -2.2377094422437578
              4.9999999999999378              1.0000000000000000              0.9566849291348660             -2.2377123257238090
              5.0999999999999357              1.0000000000000000              0.9566247041554439             -2.2377148439793437
              5.1999999999999336              1.0000000000000000              0.9565687703670872             -2.2377170443515784
              5.2999999999999314              0.9999999999999999              0.9565168086044600             -2.2377189678704590
              5.3999999999999293              1.0000000000000004              0.9564685246453009             -2.2377206501246913
              5.4999999999999272              1.0000000000000000              0.9564236471492340             -2.2377221220070540
              5.5999999999999250              1.0000000000000000              0.9563819257777747             -2.2377234103537216
              5.6999999999999229              1.0000000000000002              0.9563431294784768             -2.2377245384932865
              5.7999999999999208              1.0000000000000000              0.9563070449179087             -2.2377255267188048
              5.8999999999999186              1.0000000000000000              0.9562734750496760             -2.2377263926940953
              5.9999999999999165              1.0000000000000000              0.9562422378050732             -2.2377271518038055
              6.0999999999999144              0.9999999999999999              0.9562131648951886             -2.2377278174553483
              6.1999999999999122              1.0000000000000000              0.9561861007143534             -2.2377284013395720
              6.2999999999999101              1.0000000000000000              0.9561609013358274             -2.2377289136560012
              6.3999999999999080              1.0000000000000000              0.9561374335914796             -2.2377293633076438
              6.4999999999999059              1.0000000000000004              0.9561155742280050             -2.2377297580696340
              6.5999999999999037              1.0000000000000002              0.9560952091329307             -2.2377301047353075
              6.6999999999999016              1.0000000000000000              0.9560762326242980             -2.2377304092428614
              6.7999999999998995              1.0000000000000002              0.9560585467984704             -2.2377306767852518
              6.8999999999998973              0.9999999999999998              0.9560420609310394             -2.2377309119055964
              6.9999999999998952              1.0000000000000002              0.9560266909262591             -2.2377311185800899
              7.0999999999998931              0.9999999999999998              0.9560123588108531             -2.2377313002900650
              7.1999999999998909              0.9999999999999997              0.9559989922684249             -2.2377314600847082
