 
 Imaginary Time Propagation
 --------------------------
 
               Imag. time (a.u.)               < psi_i | psi_i >               < psi_i | psi_0 >                Energy (hartree)
              0.0000000000000000              1.0000000000000002              1.0000000000000002            -17.5286633514693335
              0.0100000000000000              1.0000000000000002              0.9929068276305747            -20.4175965975446267
              0.0200000000000000              1.0000000000000000              0.9771475394061950            -22.2863974248911063
              0.0300000000000000              1.0000000000000002              0.9575490501688961            -23.5819074929773791
              0.0400000000000000              0.9999999999999998              0.9367931129563389            -24.5043822585712974
              0.0500000000000000              1.0000000000000002              0.9163241870078351            -25.1788719100566745
              0.0600000000000000              1.0000000000000000              0.8968432886143175            -25.6859037409321047
              0.0700000000000000              1.0000000000000002              0.8786328823664182            -26.0772362457613731
              0.0800000000000001              1.0000000000000000              0.8617570347754591            -26.3862193803127241
              0.0900000000000001              0.9999999999999996              0.8461760536262004            -26.6346312519167476
              0.1000000000000001              1.0000000000000000              0.8318079368776978            -26.8370440346101660
              0.1100000000000001              1.0000000000000002              0.8185590521527362            -27.0035353125304312
              0.1200000000000001              1.0000000000000000              0.8063380353837373            -27.1413418997745097
              0.1300000000000001              0.9999999999999998              0.7950610591898410            -27.2558602214651096
              0.1400000000000001              1.0000000000000002              0.7846529792856891            -27.3512521708460667
              0.1500000000000001              0.9999999999999996              0.7750467327864752            -27.4308163203397584
              0.1600000000000001              1.0000000000000000              0.7661821672943020            -27.4972206914747126
              0.1700000000000001              0.9999999999999998              0.7580048378621462            -27.5526538958390859
              0.1800000000000001              0.9999999999999998              0.7504649800885554            -27.5989277389340657
              0.1900000000000001              0.9999999999999997              0.7435167096376207            -27.6375503874453727
              0.2000000000000001              1.0000000000000002              0.7371174303157593            -27.6697810844604106
              0.2100000000000002              1.0000000000000000              0.7312274095719230            -27.6966727541838296
              0.2200000000000002              0.9999999999999998              0.7258094778441764            -27.7191062109892172
              0.2300000000000002              1.0000000000000000              0.7208288141390973            -27.7378182127551085
              0.2400000000000002              0.9999999999999998              0.7162527885453358            -27.7534247718285130
              0.2500000000000002              0.9999999999999999              0.7120508403501875            -27.7664406702400512
              0.2600000000000002              1.0000000000000004              0.7081943770485221            -27.7772958564561705
              0.2700000000000002              1.0000000000000002              0.7046566846141330            -27.7863492389226998
              0.2800000000000002              0.9999999999999998              0.7014128430947401            -27.7939002878298922
              0.2900000000000002              0.9999999999999994              0.6984396441564693            -27.8001987846135563
              0.3000000000000002              1.0000000000000000              0.6957155089112659            -27.8054530048588298
              0.3100000000000002              1.0000000000000002              0.6932204054450166            -27.8098365773028888
              0.3200000000000002              0.9999999999999998              0.6909357661113840            -27.8134942258561928
              0.3300000000000002              0.9999999999999998              0.6888444050071241            -27.8165465710410302
              0.3400000000000002              0.9999999999999998              0.6869304362014712            -27.8190941409440242
              0.3500000000000003              1.0000000000000000              0.6851791933273772            -27.8212207190426639
              0.3600000000000003              0.9999999999999996              0.6835771511058020            -27.8229961366542184
              0.3700000000000003              1.0000000000000000              0.6821118492991813            -27.8244786009020117
              0.3800000000000003              1.0000000000000000              0.6807718194983072            -27.8257166346734515
              0.3900000000000003              1.0000000000000002              0.6795465150516570            -27.8267506927673764
              0.4000000000000003              0.9999999999999998              0.6784262443556943            -27.8276145080112478
              0.4100000000000003              1.0000000000000000              0.6774021076431590            -27.8283362123341718
              0.4200000000000003              0.9999999999999999              0.6764659373358013            -27.8289392703698333
              0.4300000000000003              0.9999999999999996              0.6756102419688592            -27.8294432569414951
              0.4400000000000003              1.0000000000000000              0.6748281536463541            -27.8298645045664372
              0.4500000000000003              0.9999999999999999              0.6741133789481063            -27.8302166427553033
              0.4600000000000004              0.9999999999999998              0.6734601531800692            -27.8305110472389927
              0.4700000000000004              0.9999999999999996              0.6728631978379120            -27.8307572142173925
              0.4800000000000004              0.9999999999999999              0.6723176811386073            -27.8309630721912065
              0.4900000000000004              0.9999999999999999              0.6718191814649322            -27.8311352418295925
              0.5000000000000003              0.9999999999999996              0.6713636535623551            -27.8312792525703614
              0.5100000000000003              1.0000000000000004              0.6709473973257993            -27.8313997231891150
              0.5200000000000004              1.0000000000000004              0.6705670290146211            -27.8315005123583319
              0.5300000000000004              0.9999999999999998              0.6702194547370504            -27.8315848442078675
              0.5400000000000004              1.0000000000000000              0.6699018460499209            -27.8316554130557208
              0.5500000000000004              1.0000000000000000              0.6696116175252218            -27.8317144707817690
              0.5600000000000004              1.0000000000000004              0.6693464061415577            -27.8317638997337227
              0.5700000000000004              0.9999999999999999              0.6691040523656742            -27.8318052735717174
              0.5800000000000004              0.9999999999999998              0.6688825827965817            -27.8318399080561498
              0.5900000000000004              0.9999999999999996              0.6686801942523134            -27.8318689034481253
              0.6000000000000004              0.9999999999999998              0.6684952391868334            -27.8318931799134042
              0.6100000000000004              1.0000000000000000              0.6683262123319729            -27.8319135070894390
              0.6200000000000004              1.0000000000000002              0.6681717384664194            -27.8319305287813421
              0.6300000000000004              0.9999999999999999              0.6680305612206836            -27.8319447835930731
              0.6400000000000005              0.9999999999999999              0.6679015328335507            -27.8319567221644704
              0.6500000000000005              0.9999999999999997              0.6677836047817876            -27.8319667215756610
              0.6600000000000005              1.0000000000000004              0.6676758192107934            -27.8319750973852891
              0.6700000000000005              0.9999999999999999              0.6675773010994519            -27.8319821136927388
              0.6800000000000005              1.0000000000000002              0.6674872510976593            -27.8319879915501360
              0.6900000000000005              0.9999999999999999              0.6674049389798831            -27.8319929159954427
              0.7000000000000005              1.0000000000000002              0.6673296976626496            -27.8319970419331568
              0.7100000000000005              1.0000000000000002              0.6672609177380775            -27.8320004990523344
              0.7200000000000005              0.9999999999999997              0.6671980424794968            -27.8320033959401343
              0.7300000000000005              1.0000000000000000              0.6671405632788164            -27.8320058235225005
              0.7400000000000005              1.0000000000000004              0.6670880154786434            -27.8320078579423758
              0.7500000000000006              0.9999999999999998              0.6670399745652664            -27.8320095629678583
              0.7600000000000006              0.9999999999999996              0.6669960526914469            -27.8320109920074543
              0.7700000000000006              1.0000000000000002              0.6669558955005886            -27.8320121897959680
              0.7800000000000006              1.0000000000000000              0.6669191792262730            -27.8320131938057962
              0.7900000000000006              1.0000000000000002              0.6668856080433534            -27.8320140354280809
              0.8000000000000006              0.9999999999999999              0.6668549116488394            -27.8320147409610179
              0.8100000000000006              1.0000000000000000              0.6668268430526659            -27.8320153324379902
              0.8200000000000006              0.9999999999999994              0.6668011765601494            -27.8320158283197863
              0.8300000000000006              0.9999999999999999              0.6667777059295041            -27.8320162440753052
              0.8400000000000006              1.0000000000000000              0.6667562426892206            -27.8320165926668039
              0.8500000000000006              1.0000000000000004              0.6667366146014247            -27.8320168849569285
              0.8600000000000007              0.9999999999999999              0.6667186642585360            -27.8320171300491666
              0.8700000000000007              0.9999999999999998              0.6667022478016418            -27.8320173355732194
              0.8800000000000007              0.9999999999999998              0.6666872337500083            -27.8320175079239789
              0.8900000000000007              1.0000000000000000              0.6666735019320690            -27.8320176524614951
              0.9000000000000007              1.0000000000000000              0.6666609425090706            -27.8320177736787642
              0.9100000000000007              0.9999999999999996              0.6666494550833213            -27.8320178753421885
              0.9200000000000007              1.0000000000000000              0.6666389478836904            -27.8320179606091145
              0.9300000000000007              1.0000000000000000              0.6666293370216378            -27.8320180321265696
              0.9400000000000007              0.9999999999999998              0.6666205458116583            -27.8320180921138025
              0.9500000000000007              1.0000000000000000              0.6666125041505310            -27.8320181424314583
              0.9600000000000007              1.0000000000000000              0.6666051479502730            -27.8320181846396864
              0.9700000000000008              0.9999999999999998              0.6665984186201350            -27.8320182200464608
              0.9800000000000008              1.0000000000000004              0.6665922625933760            -27.8320182497488489
              0.9900000000000008              0.9999999999999998              0.6665866308949331            -27.8320182746666518
              1.0000000000000007              0.9999999999999999              0.6665814787464435            -27.8320182955711886
              1.0099999999999996              1.0000000000000000              0.6665767652053689            -27.8320183131094581
              1.0199999999999985              1.0000000000000002              0.6665724528352739            -27.8320183278238886
              1.0299999999999974              0.9999999999999998              0.6665685074045558            -27.8320183401695225
              1.0379999999999965              1.0000000000000004              0.6665655941294553            -27.8320183485991137
 
 Summary of Imaginary time propagation
 -------------------------------------
ndim    =              256
dt      =       0.00100000
nstep   =             1038
E_conv  =       0.00000000
Ei      =     -27.83201835
 
